course_id,canonical_course_id,title,platform,category,level,skills,course_text
285,277,Desenvolvimento Ágil com Padrões de Projeto,Coursera,Computer Science,Intermediate,"Object Oriented Programming (OOP), Software Design Patterns, Java, Maintainability, Software Design, Agile Software Development, Data Structures, Test Driven Development (TDD)","Title: Desenvolvimento Ágil com Padrões de Projeto | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Instituto Tecnológico de Aeronáutica | Learning Product: Course | Skills: Object Oriented Programming (OOP), Software Design Patterns, Java, Maintainability, Software Design, Agile Software Development, Data Structures, Test Driven Development (TDD)"
286,278,Web Application Technologies and Django,Coursera,Computer Science,Intermediate,"Django (Web Framework), HTML and CSS, Model View Controller, Hypertext Markup Language (HTML), Application Deployment, Web Applications, Back-End Web Development, Web Servers, SQL, Databases, Network Protocols, Python Programming","Title: Web Application Technologies and Django | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of Michigan | Learning Product: Course | Skills: Django (Web Framework), HTML and CSS, Model View Controller, Hypertext Markup Language (HTML), Application Deployment, Web Applications, Back-End Web Development, Web Servers, SQL, Databases, Network Protocols, Python Programming"
287,279,Introduction to Medical Software,Coursera,Computer Science,Intermediate,"Clinical Trials, Software Development Life Cycle, Usability, Human Computer Interaction, Regulatory Affairs, Quality Management Systems, Risk Management, Software Design, Healthcare Industry Knowledge, Medical Records, Regulatory Compliance, Entrepreneurship, Artificial Intelligence and Machine Learning (AI/ML), Cybersecurity, System Requirements","Title: Introduction to Medical Software | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Yale University | Learning Product: Course | Skills: Clinical Trials, Software Development Life Cycle, Usability, Human Computer Interaction, Regulatory Affairs, Quality Management Systems, Risk Management, Software Design, Healthcare Industry Knowledge, Medical Records, Regulatory Compliance, Entrepreneurship, Artificial Intelligence and Machine Learning (AI/ML), Cybersecurity, System Requirements"
288,280,Cryptographic Hash and Integrity Protection,Coursera,Computer Science,Intermediate,"Cryptography, Data Integrity, Encryption, Authentications, Information Assurance, Data Security, Public Key Cryptography Standards (PKCS)","Title: Cryptographic Hash and Integrity Protection | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of Colorado System | Learning Product: Course | Skills: Cryptography, Data Integrity, Encryption, Authentications, Information Assurance, Data Security, Public Key Cryptography Standards (PKCS)"
289,281,Increase SEO Traffic with WordPress,Coursera,Computer Science,Advanced,"WordPress, Search Engine Optimization, Web Analytics, Web Content, Content Development and Management, Content Management, Web Content Accessibility Guidelines","Title: Increase SEO Traffic with WordPress | Platform: Coursera | Category: Computer Science | Level: Advanced | Instructor: Coursera Project Network | Learning Product: Guided Project | Skills: WordPress, Search Engine Optimization, Web Analytics, Web Content, Content Development and Management, Content Management, Web Content Accessibility Guidelines"
290,282,Introducción a la programación en Python I: Aprendiendo a programar con Python,Coursera,Computer Science,Beginner,"Python Programming, Data Structures, Computer Programming, Program Development, Scripting, Scripting Languages, Algorithms, File Management","Title: Introducción a la programación en Python I: Aprendiendo a programar con Python | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: Pontificia Universidad Católica de Chile | Learning Product: Course | Skills: Python Programming, Data Structures, Computer Programming, Program Development, Scripting, Scripting Languages, Algorithms, File Management"
291,283,Investment Management,Coursera,Business,Beginner,"Portfolio Management, Wealth Management, Risk Management, Investment Management, Financial Market, Business Risk Management, Capital Markets, Investments, Market Liquidity, Asset Management, Performance Measurement, Market Dynamics, Environmental Social And Corporate Governance (ESG), Financial Planning, Derivatives, Finance, Equities, Financial Management, Performance Analysis, Business Ethics","Title: Investment Management | Platform: Coursera | Category: Business | Level: Beginner | Instructor: University of Geneva | Learning Product: Specialization | Skills: Portfolio Management, Wealth Management, Risk Management, Investment Management, Financial Market, Business Risk Management, Capital Markets, Investments, Market Liquidity, Asset Management, Performance Measurement, Market Dynamics, Environmental Social And Corporate Governance (ESG), Financial Planning, Derivatives, Finance, Equities, Financial Management, Performance Analysis, Business Ethics"
292,284,Mastering Laravel Framework and PHP,Coursera,Computer Science,Intermediate,"PHP (Scripting Language), Object-Relational Mapping, Web Applications, Web Development, Secure Coding, Model View Controller, Application Frameworks, Database Management, Database Development, Relational Databases, Web Development Tools, Back-End Web Development, Application Security, Restful API, Server Side, Application Programming Interface (API), Authentications, Development Environment","Title: Mastering Laravel Framework and PHP | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Board Infinity | Learning Product: Course | Skills: PHP (Scripting Language), Object-Relational Mapping, Web Applications, Web Development, Secure Coding, Model View Controller, Application Frameworks, Database Management, Database Development, Relational Databases, Web Development Tools, Back-End Web Development, Application Security, Restful API, Server Side, Application Programming Interface (API), Authentications, Development Environment"
293,285,Professional Skills for International Business,Coursera,Business,Mixed,"Market Data, Finance, General Finance, Corporate Finance, Financial Analysis, Financial Market, Investments, Financial Data, Equities, Business Valuation, Investment Management, Capital Markets, Business Mathematics, Cash Flows","Title: Professional Skills for International Business | Platform: Coursera | Category: Business | Level: Mixed | Instructor: University of London | Learning Product: Course | Skills: Market Data, Finance, General Finance, Corporate Finance, Financial Analysis, Financial Market, Investments, Financial Data, Equities, Business Valuation, Investment Management, Capital Markets, Business Mathematics, Cash Flows"
294,286,User Interface Design,Coursera,Computer Science,Intermediate,"UI/UX Research, User Research, User Interface (UI) Design, Usability Testing, User Interface (UI), Prototyping, Usability, User Experience, User Centered Design, Graphic and Visual Design, Ideation, Web Content Accessibility Guidelines, Design, Human Computer Interaction, User Experience Design, Interaction Design, Qualitative Research, Design Reviews, Design Thinking, Conceptual Design","Title: User Interface Design | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of Minnesota | Learning Product: Specialization | Skills: UI/UX Research, User Research, User Interface (UI) Design, Usability Testing, User Interface (UI), Prototyping, Usability, User Experience, User Centered Design, Graphic and Visual Design, Ideation, Web Content Accessibility Guidelines, Design, Human Computer Interaction, User Experience Design, Interaction Design, Qualitative Research, Design Reviews, Design Thinking, Conceptual Design"
295,287,Sample-based Learning Methods,Coursera,Information Technology,Intermediate,"Reinforcement Learning, Sampling (Statistics), Machine Learning Algorithms, Simulations, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Statistical Methods, Probability Distribution","Title: Sample-based Learning Methods | Platform: Coursera | Category: Information Technology | Level: Intermediate | Instructor: University of Alberta | Learning Product: Course | Skills: Reinforcement Learning, Sampling (Statistics), Machine Learning Algorithms, Simulations, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Statistical Methods, Probability Distribution"
296,288,Build and Operate Machine Learning Solutions with Azure,Coursera,Information Technology,Intermediate,"Microsoft Azure, MLOps (Machine Learning Operations), Databricks, Cloud Computing, Applied Machine Learning, Data Ethics, Data Pipelines, Machine Learning, Information Privacy, Tensorflow, Performance Tuning","Title: Build and Operate Machine Learning Solutions with Azure | Platform: Coursera | Category: Information Technology | Level: Intermediate | Instructor: Microsoft | Learning Product: Course | Skills: Microsoft Azure, MLOps (Machine Learning Operations), Databricks, Cloud Computing, Applied Machine Learning, Data Ethics, Data Pipelines, Machine Learning, Information Privacy, Tensorflow, Performance Tuning"
